ruta,carpeta_origen,comuna,nombre,tipo_archivo,bytes,sha256,paginas,chars_total,paginas_texto,paginas_escaneadas,paginas_vacias,veredicto
Ordenanzas Descargadas\1200 x\rancagua_decreto_4333_de_n3326_public_en_diario_oficial_modificacion_al_plan_regulador__2021-11-D-4333.pdf,descargadas,rancagua,rancagua_decreto_4333_de_n3326_public_en_diario_oficial_modificacion_al_plan_regulador__2021-11-D-4333.pdf,PDF,334500,5bf617605a63ced6f9d25d77cdbdf0def07118d2063ef63bda73cafa635eaaf5,1,0,0,1,0,ESCANEADO
Ordenanzas ordenadas\rancagua_decreto_4333_de_n3326_public_en_diario_oficial_modificacion_al_plan_regulador__2021-11-D-4333.pdf,ordenadas,rancagua,rancagua_decreto_4333_de_n3326_public_en_diario_oficial_modificacion_al_plan_regulador__2021-11-D-4333.pdf,PDF,334500,5bf617605a63ced6f9d25d77cdbdf0def07118d2063ef63bda73cafa635eaaf5,1,0,0,1,0,ESCANEADO
Ordenanzas Descargadas\1200 x\rancagua_decreto_488_ex_414_planos_plan_regulador_comuna_de_rancagua__2017-2-D-488.pdf,descargadas,rancagua,rancagua_decreto_488_ex_414_planos_plan_regulador_comuna_de_rancagua__2017-2-D-488.pdf,PDF,30325,7810ef8c70dbb492d36473ade574a36413103ab31adc225752ca65b83f924392,1,0,0,1,0,ESCANEADO
Ordenanzas ordenadas\rancagua_decreto_488_ex_414_planos_plan_regulador_comuna_de_rancagua__2017-2-D-488.pdf,ordenadas,rancagua,rancagua_decreto_488_ex_414_planos_plan_regulador_comuna_de_rancagua__2017-2-D-488.pdf,PDF,30325,7810ef8c70dbb492d36473ade574a36413103ab31adc225752ca65b83f924392,1,0,0,1,0,ESCANEADO
Ordenanzas Descargadas\1200 x\rancagua_decreto_559_apruebase_la_modificacion_al_plan_regulador_comunal_de_rancagua_plan__2023-08-D-00559.pdf,descargadas,rancagua,rancagua_decreto_559_apruebase_la_modificacion_al_plan_regulador_comunal_de_rancagua_plan__2023-08-D-00559.pdf,PDF,217767,822f69432af44bdfeb150d78e1c0165604fcc8a422a96a61549ffd473c3d95e0,3,8910,3,0,0,TEXTO
Ordenanzas ordenadas\OCR ok\rancagua_decreto_559_apruebase_la_modificacion_al_plan_regulador_comunal_de_rancagua_plan__2023-08-D-00559.pdf,ordenadas,rancagua,rancagua_decreto_559_apruebase_la_modificacion_al_plan_regulador_comunal_de_rancagua_plan__2023-08-D-00559.pdf,PDF,217767,822f69432af44bdfeb150d78e1c0165604fcc8a422a96a61549ffd473c3d95e0,3,8910,3,0,0,TEXTO
Ordenanzas Descargadas\1200 x\rancagua_decreto_744_modificacion_al_plan_regulador_comunal_seccional_centro_de_rehabilit__2023-03-D-744.pdf,descargadas,rancagua,rancagua_decreto_744_modificacion_al_plan_regulador_comunal_seccional_centro_de_rehabilit__2023-03-D-744.pdf,PDF,230230,fa06a3c7aca05d8729ab635f0de32a64326c601a314fe694ec1c5c81ded3d0d8,3,4429,3,0,0,TEXTO
Ordenanzas Descargadas\1200 x\rancagua_decreto_944_aprueba_ficha_del_anteproyecto_programa_apoyo_y_control_plan_regulad__2022-03-D-944.pdf,descargadas,rancagua,rancagua_decreto_944_aprueba_ficha_del_anteproyecto_programa_apoyo_y_control_plan_regulad__2022-03-D-944.pdf,PDF,157496,52b6e6344e9b2414e5fe549317847ec6fd782d41afc5b228cc10d938471ceec0,2,3451,2,0,0,TEXTO
Ordenanzas ordenadas\OCR ok\rancagua_decreto_944_aprueba_ficha_del_anteproyecto_programa_apoyo_y_control_plan_regulad__2022-03-D-944.pdf,ordenadas,rancagua,rancagua_decreto_944_aprueba_ficha_del_anteproyecto_programa_apoyo_y_control_plan_regulad__2022-03-D-944.pdf,PDF,157496,52b6e6344e9b2414e5fe549317847ec6fd782d41afc5b228cc10d938471ceec0,2,3451,2,0,0,TEXTO
Ordenanzas Descargadas\1200 x\rancagua_audencias_publicas_para_la_confeccion_modificacion_o_enmiendas_del_plan_regulado__ORDENANZA_PARTICIP-Modif_Agosto_2014.pdf,descargadas,rancagua_audencias_publicas_para_la_confeccion_modificacion_o_enmiendas_del,rancagua_audencias_publicas_para_la_confeccion_modificacion_o_enmiendas_del_plan_regulado__ORDENANZA_PARTICIP-Modif_Agosto_2014.pdf,PDF,173517,c959e248d9bacbf9de84dd722eee46411702a4d83e1cc19801a9c70dc8df12f2,17,30146,17,0,0,TEXTO
Ordenanzas ordenadas\OCR ok\rancagua_audencias_publicas_para_la_confeccion_modificacion_o_enmiendas_del_plan_regulado__ORDENANZA_PARTICIP-Modif_Agosto_2014.pdf,ordenadas,rancagua_audencias_publicas_para_la_confeccion_modificacion_o_enmiendas_del,rancagua_audencias_publicas_para_la_confeccion_modificacion_o_enmiendas_del_plan_regulado__ORDENANZA_PARTICIP-Modif_Agosto_2014.pdf,PDF,173517,c959e248d9bacbf9de84dd722eee46411702a4d83e1cc19801a9c70dc8df12f2,17,30146,17,0,0,TEXTO
Ordenanzas Descargadas\1200 x\rancagua_no_aplica_fe_de_erratas_modificacion_del_plan_regulador_comunal_de_rancagua__Exportar.pdf,descargadas,rancagua_no_aplica_fe_de_erratas_modificacion_del,rancagua_no_aplica_fe_de_erratas_modificacion_del_plan_regulador_comunal_de_rancagua__Exportar.pdf,PDF,40610,daf1eed80a37b254a9fc3cdff3038a0d4a1c352d7bf9265b6a3e79b14bee4c4c,2,2808,2,0,0,TEXTO
Ordenanzas ordenadas\OCR ok\rancagua_no_aplica_fe_de_erratas_modificacion_del_plan_regulador_comunal_de_rancagua__Exportar.pdf,ordenadas,rancagua_no_aplica_fe_de_erratas_modificacion_del,rancagua_no_aplica_fe_de_erratas_modificacion_del_plan_regulador_comunal_de_rancagua__Exportar.pdf,PDF,40610,daf1eed80a37b254a9fc3cdff3038a0d4a1c352d7bf9265b6a3e79b14bee4c4c,2,2808,2,0,0,TEXTO
Ordenanzas Descargadas\1200 x\rancagua_no_aplica_modificacion_del_plan_regulador_plan_seccional_centro_de_rehabilitacio__2344834.pdf,descargadas,rancagua_no_aplica_modificacion_del,rancagua_no_aplica_modificacion_del_plan_regulador_plan_seccional_centro_de_rehabilitacio__2344834.pdf,PDF,204707,7909c2a7b0a91b4b7dc95c8d27629fceb8b7ee26f3702c75a9d15524dad25f23,2,4852,2,0,0,TEXTO
descargas\ranquil\diario_oficial\113_apruebase_el_plan_regulador_comunal_de_ranquil__DiarioOf-PlanRegulador.pdf,descargas,ranquil,113_apruebase_el_plan_regulador_comunal_de_ranquil__DiarioOf-PlanRegulador.pdf,PDF,3243283,cf595917f537ee2358ba125eff3a9417a4de97733bb996c51150060961608218,4,6978,2,2,0,MIXTO
descargas\ranquil\busqueda_global\ordenanza_113_aprueba_ordenanza_de_plan_regulador__OrdenanzaPlanReg-Modifica.pdf,descargas,ranquil,ordenanza_113_aprueba_ordenanza_de_plan_regulador__OrdenanzaPlanReg-Modifica.pdf,PDF,479226,88878f32b5bcf3f180192d4f36b0f6bb32bce0a5a3122706f0901a74c83333eb,2,2378,2,0,0,TEXTO
descargas\ranquil\ordenanzas_vigentes\ordenanza_aprueba_ordenanza_de_plan_regulador__OrdenanzaPlanReg-Aprueba.pdf,descargas,ranquil,ordenanza_aprueba_ordenanza_de_plan_regulador__OrdenanzaPlanReg-Aprueba.pdf,PDF,600116,78da74495c656e87a80e66cc39bcc9a969ee1c1bf2243ad809135cbfd05af2f5,2,4400,2,0,0,TEXTO
Ordenanzas Descargadas\1200 x\ranquil_113_apruebase_el_plan_regulador_comunal_de_ranquil__DiarioOf-PlanRegulador.pdf,descargadas,ranquil,ranquil_113_apruebase_el_plan_regulador_comunal_de_ranquil__DiarioOf-PlanRegulador.pdf,PDF,3243283,cf595917f537ee2358ba125eff3a9417a4de97733bb996c51150060961608218,4,6978,2,2,0,MIXTO
Ordenanzas ordenadas\OCR ok\ranquil_113_apruebase_el_plan_regulador_comunal_de_ranquil__DiarioOf-PlanRegulador.pdf,ordenadas,ranquil,ranquil_113_apruebase_el_plan_regulador_comunal_de_ranquil__DiarioOf-PlanRegulador.pdf,PDF,3243283,cf595917f537ee2358ba125eff3a9417a4de97733bb996c51150060961608218,4,6978,2,2,0,MIXTO
Ordenanzas Descargadas\1200 x\ranquil_ordenanza_113_aprueba_ordenanza_de_plan_regulador__OrdenanzaPlanReg-Modifica.pdf,descargadas,ranquil,ranquil_ordenanza_113_aprueba_ordenanza_de_plan_regulador__OrdenanzaPlanReg-Modifica.pdf,PDF,479226,88878f32b5bcf3f180192d4f36b0f6bb32bce0a5a3122706f0901a74c83333eb,2,2378,2,0,0,TEXTO
Ordenanzas ordenadas\OCR ok\ranquil_ordenanza_113_aprueba_ordenanza_de_plan_regulador__OrdenanzaPlanReg-Modifica.pdf,ordenadas,ranquil,ranquil_ordenanza_113_aprueba_ordenanza_de_plan_regulador__OrdenanzaPlanReg-Modifica.pdf,PDF,479226,88878f32b5bcf3f180192d4f36b0f6bb32bce0a5a3122706f0901a74c83333eb,2,2378,2,0,0,TEXTO
Ordenanzas Descargadas\1200 x\ranquil_ordenanza_aprueba_ordenanza_de_plan_regulador__OrdenanzaPlanReg-Aprueba.pdf,descargadas,ranquil,ranquil_ordenanza_aprueba_ordenanza_de_plan_regulador__OrdenanzaPlanReg-Aprueba.pdf,PDF,600116,78da74495c656e87a80e66cc39bcc9a969ee1c1bf2243ad809135cbfd05af2f5,2,4400,2,0,0,TEXTO
Ordenanzas ordenadas\OCR ok\ranquil_ordenanza_aprueba_ordenanza_de_plan_regulador__OrdenanzaPlanReg-Aprueba.pdf,ordenadas,ranquil,ranquil_ordenanza_aprueba_ordenanza_de_plan_regulador__OrdenanzaPlanReg-Aprueba.pdf,PDF,600116,78da74495c656e87a80e66cc39bcc9a969ee1c1bf2243ad809135cbfd05af2f5,2,4400,2,0,0,TEXTO
Ordenanzas ordenadas\RE0B51~1.PDF,ordenadas,re0b51~1,RE0B51~1.PDF,PDF,3062999,6b8d5486892d71e317dbbfe6606de013de77809f7562165eb4e53afcbd982e6c,3,0,0,3,0,ESCANEADO
Ordenanzas ordenadas\OCR ok\RE6B5F~1.PDF,ordenadas,re6b5f~1,RE6B5F~1.PDF,PDF,5596882,c38395336d083324843c8c4afcc614ed861d1e2cd0f200e1eb3902a4b752a401,24,35543,23,1,0,TEXTO
Ordenanzas ordenadas\OCR ok\RE6C2C~1.PDF,ordenadas,re6c2c~1,RE6C2C~1.PDF,PDF,1747531,b8a739b5363d4a727d78eb3331b5ad5762a854b5f1519dbb304538f9a919a952,2,3189,2,0,0,TEXTO
Ordenanzas ordenadas\RE9364~1.PDF,ordenadas,re9364~1,RE9364~1.PDF,PDF,3612741,2b66db2b59157bdcf6b00eba2dff1876653d0e94e93c7eac10bbff9c7af18f01,4,0,0,4,0,ESCANEADO
Ordenanzas ordenadas\OCR ok\REFFC5~1.PDF,ordenadas,reffc5~1,REFFC5~1.PDF,PDF,2970131,1ef639c7de1e5efab09fc93a256c8d4ee25fdf7c1047726ea9b3ac79f030c8f5,6,15012,6,0,0,TEXTO
descargas\renaico\diario_oficial\780_proomulga_el_plan_regulador_comunal_de_renaico__planreg.renaico.pdf,descargas,renaico,780_proomulga_el_plan_regulador_comunal_de_renaico__planreg.renaico.pdf,PDF,14785167,17224a4691ef1bbc94468ba0326cbb8907c477a063cb0e843ed9544cf5f7e929,20,35865,20,0,0,TEXTO
descargas\renaico\busqueda_global\decreto_4_plan_regulador_de_la_comuna_de_renaico_localidad_tijeral__prvtij.pdf,descargas,renaico,decreto_4_plan_regulador_de_la_comuna_de_renaico_localidad_tijeral__prvtij.pdf,PDF,1144268,969598145d35c31ef7425f3081a85ecacb0641d523fc836fec0fe797dec96d4f,9,8301,5,3,1,MIXTO
descargas\renaico\busqueda_global\decreto_780_plan_regulador_de_la_comuna_de_renaico__ordenanza.planregulador.pdf,descargas,renaico,decreto_780_plan_regulador_de_la_comuna_de_renaico__ordenanza.planregulador.pdf,PDF,828152,f6586671a25525cafe7b3f861ba3df0af31682baa0faf836948b636fa4c22b84,24,26855,22,0,2,TEXTO
descargas\renaico\busqueda_global\decreto_alcaldicio_1050_apruebase_plan_regulador__dec1050alc1606.pdf,descargas,renaico,decreto_alcaldicio_1050_apruebase_plan_regulador__dec1050alc1606.pdf,PDF,143574,78feb7fe066cbea76c5be489bff5a004453da750d4124fc90beb0fae0cc5f0f2,3,0,0,3,0,ESCANEADO
Ordenanzas Descargadas\1200 x\renaico_780_proomulga_el_plan_regulador_comunal_de_renaico__planreg.renaico.pdf,descargadas,renaico,renaico_780_proomulga_el_plan_regulador_comunal_de_renaico__planreg.renaico.pdf,PDF,14785167,17224a4691ef1bbc94468ba0326cbb8907c477a063cb0e843ed9544cf5f7e929,20,35865,20,0,0,TEXTO
Ordenanzas ordenadas\OCR ok\renaico_780_proomulga_el_plan_regulador_comunal_de_renaico__planreg.renaico.pdf,ordenadas,renaico,renaico_780_proomulga_el_plan_regulador_comunal_de_renaico__planreg.renaico.pdf,PDF,14785167,17224a4691ef1bbc94468ba0326cbb8907c477a063cb0e843ed9544cf5f7e929,20,35865,20,0,0,TEXTO
Ordenanzas Descargadas\1200 x\renaico_decreto_4_plan_regulador_de_la_comuna_de_renaico_localidad_tijeral__prvtij.pdf,descargadas,renaico,renaico_decreto_4_plan_regulador_de_la_comuna_de_renaico_localidad_tijeral__prvtij.pdf,PDF,1144268,969598145d35c31ef7425f3081a85ecacb0641d523fc836fec0fe797dec96d4f,9,8301,5,3,1,MIXTO
Ordenanzas ordenadas\OCR ok\renaico_decreto_4_plan_regulador_de_la_comuna_de_renaico_localidad_tijeral__prvtij.pdf,ordenadas,renaico,renaico_decreto_4_plan_regulador_de_la_comuna_de_renaico_localidad_tijeral__prvtij.pdf,PDF,1144268,969598145d35c31ef7425f3081a85ecacb0641d523fc836fec0fe797dec96d4f,9,8301,5,3,1,MIXTO
Ordenanzas Descargadas\1200 x\renaico_decreto_780_plan_regulador_de_la_comuna_de_renaico__ordenanza.planregulador.pdf,descargadas,renaico,renaico_decreto_780_plan_regulador_de_la_comuna_de_renaico__ordenanza.planregulador.pdf,PDF,828152,f6586671a25525cafe7b3f861ba3df0af31682baa0faf836948b636fa4c22b84,24,26855,22,0,2,TEXTO
Ordenanzas ordenadas\OCR ok\renaico_decreto_780_plan_regulador_de_la_comuna_de_renaico__ordenanza.planregulador.pdf,ordenadas,renaico,renaico_decreto_780_plan_regulador_de_la_comuna_de_renaico__ordenanza.planregulador.pdf,PDF,828152,f6586671a25525cafe7b3f861ba3df0af31682baa0faf836948b636fa4c22b84,24,26855,22,0,2,TEXTO
Ordenanzas Descargadas\1200 x\renaico_decreto_alcaldicio_1050_apruebase_plan_regulador__dec1050alc1606.pdf,descargadas,renaico,renaico_decreto_alcaldicio_1050_apruebase_plan_regulador__dec1050alc1606.pdf,PDF,143574,78feb7fe066cbea76c5be489bff5a004453da750d4124fc90beb0fae0cc5f0f2,3,0,0,3,0,ESCANEADO
Ordenanzas ordenadas\renaico_decreto_alcaldicio_1050_apruebase_plan_regulador__dec1050alc1606.pdf,ordenadas,renaico,renaico_decreto_alcaldicio_1050_apruebase_plan_regulador__dec1050alc1606.pdf,PDF,143574,78feb7fe066cbea76c5be489bff5a004453da750d4124fc90beb0fae0cc5f0f2,3,0,0,3,0,ESCANEADO
descargas\rengo\diario_oficial\1055_md_apruebanse_los_terminos_de_la_imagen_objetivo_acordados_en_foma_unanime___TerminosImagenObjetivo.pdf,descargas,rengo,1055_md_apruebanse_los_terminos_de_la_imagen_objetivo_acordados_en_foma_unanime___TerminosImagenObjetivo.pdf,PDF,1149180,bf6e8f338763fe4667a4279189ea11b75ee99541d9c3b1014148dc4cf3a7441a,3,6793,3,0,0,TEXTO
descargas\rengo\diario_oficial\1088_md_enmienda_no5_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20121020.pdf,descargas,rengo,1088_md_enmienda_no5_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20121020.pdf,PDF,9435928,3ceb3ff81600c6d75d8c3abd8959a9826c871cd40a56cd03969593cbf0098319,24,0,0,24,0,ESCANEADO
descargas\rengo\diario_oficial\10_md_enmienda_no3_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20120119.pdf,descargas,rengo,10_md_enmienda_no3_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20120119.pdf,PDF,11805436,e20a70588b618bd53d89093d5fd33e66098166ff067681356032c4bbac22a10d,28,0,0,28,0,ESCANEADO
descargas\rengo\diario_oficial\1156_md_enmienda_n7_al_plan_regulador_comunal__publicación D. O. enmienda 7 al PRC.pdf,descargas,rengo,1156_md_enmienda_n7_al_plan_regulador_comunal__publicación D. O. enmienda 7 al PRC.pdf,PDF,168597,66f1af2ecd2294c5692694bc2a55daa43dd5d092aa0f8b7565a23b0a733dfd5c,2,5641,2,0,0,TEXTO
descargas\rengo\diario_oficial\123_md_plano_seccional_no3_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20120218.pdf,descargas,rengo,123_md_plano_seccional_no3_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20120218.pdf,PDF,3361977,398ed4ad7c3bafe4cc2e9d308209cc7f1151233d263c2f989754b931a3859588,8,0,0,8,0,ESCANEADO
descargas\rengo\diario_oficial\14_md_modif_no2_al_plan_regulador_comunal_zonas_urbanas_de_rengo_rosario_y_esmer__do-20140211.pdf,descargas,rengo,14_md_modif_no2_al_plan_regulador_comunal_zonas_urbanas_de_rengo_rosario_y_esmer__do-20140211.pdf,PDF,9530192,a353e8befb2b18d5468d433bdad536dfc09e701de0b1568563d40a70d0d70c9c,16,55720,13,3,0,MIXTO
descargas\rengo\diario_oficial\15_md_modif_no3_al_plan_regulador_comunal_zona_urbanas_de_rengo__do-20150105.pdf,descargas,rengo,15_md_modif_no3_al_plan_regulador_comunal_zona_urbanas_de_rengo__do-20150105.pdf,PDF,7095054,b6e7727d22086dd39c200772493d3dd775074d6f859b62646e4a1b464eb51101,32,156130,31,1,0,TEXTO
descargas\rengo\diario_oficial\1718_md_enmienda_no6_antejardines_al_plan_regulador_comunal_de_rengo__Publicación D.O. Enmienda 6 Antejardines_071217_1314604.pdf,descargas,rengo,1718_md_enmienda_no6_antejardines_al_plan_regulador_comunal_de_rengo__Publicación D.O. Enmienda 6 Antejardines_071217_1314604.pdf,PDF,169477,301c5731cd5affd4cc13a12738997625bc7585bb3bd7686c47d0e33b705d2aa2,2,5582,2,0,0,TEXTO
descargas\rengo\diario_oficial\2015_md_enmienda_n8_plan_regulador_comunal__publicación en el Diario Oficial Enmienda 8_15.01.2020.pdf,descargas,rengo,2015_md_enmienda_n8_plan_regulador_comunal__publicación en el Diario Oficial Enmienda 8_15.01.2020.pdf,PDF,171890,3712d5c86619dda4e96752055719b7c9614d9699ea6fa0181c5bde268dbd3a28,3,9522,3,0,0,TEXTO
descargas\rengo\diario_oficial\268_md_enmienda_no4_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20120324.pdf,descargas,rengo,268_md_enmienda_no4_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20120324.pdf,PDF,15628196,247ad86f0c284a4d1dfab35cab74f7c011f989e7edde80854c40d3ddf6b20538,36,0,0,36,0,ESCANEADO
descargas\rengo\diario_oficial\434_md_aprueba_modificacion_n_6_al_plan_regulador_comunal_de_rengo__Diario Oficial N° 43519.pdf,descargas,rengo,434_md_aprueba_modificacion_n_6_al_plan_regulador_comunal_de_rengo__Diario Oficial N° 43519.pdf,PDF,4260016,f2b112eb2d19b141d660fd7f02f92e1ec025076c696937bd6d51e1ea18c925f4,15,29513,15,0,0,TEXTO
descargas\rengo\diario_oficial\493_md_modificacion_no1_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20130620.pdf,descargas,rengo,493_md_modificacion_no1_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20130620.pdf,PDF,6872248,043c5436d2fdb1291e50e22591d09f8d2d19c62e00943aeb29e1f5191758e934,16,0,0,16,0,ESCANEADO
descargas\rengo\diario_oficial\557_md_modificacion_n5_plan_regulador_comunal_varios_temas__DIARIO OFICIAL 10 05 2017-MODIFICACION Nº5PRC-RENGO.pdf,descargas,rengo,557_md_modificacion_n5_plan_regulador_comunal_varios_temas__DIARIO OFICIAL 10 05 2017-MODIFICACION Nº5PRC-RENGO.pdf,PDF,1054069,3bd68c6ba1424a200ba3b58536789e5ee2a2912b9380936ebc5281a6f9f07a15,6,14394,6,0,0,TEXTO
descargas\rengo\diario_oficial\70_ordenanza_plan_regulador_intercomunal_rio_claro__do-20101224.pdf,descargas,rengo,70_ordenanza_plan_regulador_intercomunal_rio_claro__do-20101224.pdf,PDF,64728967,1641d259324c8f809483c4fbaa485ddf40fc3c51dd23e49f4b83b3f49c0d2814,132,4966,1,131,0,MIXTO
descargas\rengo\diario_oficial\769_md_plano_seccional_no4_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20120804.pdf,descargas,rengo,769_md_plano_seccional_no4_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20120804.pdf,PDF,11172389,5213e3e5b704eeeed7ec5db756e799f2bf18ae194c0b649e44b0c721e71d21ad,28,0,0,28,0,ESCANEADO
descargas\rengo\diario_oficial\801_md_plano_seccional_no5_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20120813.pdf,descargas,rengo,801_md_plano_seccional_no5_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20120813.pdf,PDF,5110801,46f1265f244dc184c9643d2d3dfe3b197b3c385361e5a286a990ae385a697c36,12,0,0,12,0,ESCANEADO
descargas\rengo\diario_oficial\810_md_plano_seccional_no2_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20110916.pdf,descargas,rengo,810_md_plano_seccional_no2_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20110916.pdf,PDF,28770384,e8194ad7c62a648d5c0d7a9e2d40864fc2421e526a90bc820be70ed95a1f9910,64,0,0,64,0,ESCANEADO
descargas\rengo\diario_oficial\875_md_modif_no4_al_plan_regulador_comunal_zona_urbana_de_rengo__do-20150613.pdf,descargas,rengo,875_md_modif_no4_al_plan_regulador_comunal_zona_urbana_de_rengo__do-20150613.pdf,PDF,2375690,c60b1554b8372d100bb0ecdec9ed986cdc98128c92acc86f7eec3ecf048fd05c,12,54069,11,1,0,TEXTO
descargas\rengo\diario_oficial\881_md_enmienda_no1_al_plan_regulador_comunal_de_rengo_localidad_de_esmeralda__do-20090414.pdf,descargas,rengo,881_md_enmienda_no1_al_plan_regulador_comunal_de_rengo_localidad_de_esmeralda__do-20090414.pdf,PDF,40764121,c004261956bd0356f352be6391af921126666fe4692818f42bd54ff2a72fafa5,88,0,0,88,0,ESCANEADO
descargas\rengo\diario_oficial\965_md_enmienda_no2_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20111014.pdf,descargas,rengo,965_md_enmienda_no2_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20111014.pdf,PDF,23729133,d5cfc9880a17572e143ba844a08f7d87651afab424dcceef634160099d9f86c2,56,0,0,56,0,ESCANEADO
descargas\rengo\busqueda_global\decreto_1247_inicia_tramitacion_modificacion_no6_plan_regulador_comunal__1247_del%2016.11.20_Inicia%20Tramitacion%20Modificacion%20Nro%206%20Plan%20Regulador%20Comunal.pdf,descargas,rengo,decreto_1247_inicia_tramitacion_modificacion_no6_plan_regulador_comunal__1247_del%2016.11.20_Inicia%20Tramitacion%20Modificacion%20Nro%206%20Plan%20Regulador%20Comunal.pdf,PDF,3062999,6b8d5486892d71e317dbbfe6606de013de77809f7562165eb4e53afcbd982e6c,3,0,0,3,0,ESCANEADO
descargas\rengo\busqueda_global\decreto_327_aprueba_foro_de_preguntas_y_respuestas_al_proceso_licitatorio_para_c__0327_21.02.24_Aprueba.pdf,descargas,rengo,decreto_327_aprueba_foro_de_preguntas_y_respuestas_al_proceso_licitatorio_para_c__0327_21.02.24_Aprueba.pdf,PDF,3129829,862f40be3c554a6d632cf2b37d50ed1a21458aa66cc976c339f231a7139b0f1e,7,13871,7,0,0,TEXTO
descargas\rengo\busqueda_global\decreto_394_despacha_oficio_modificacion_n5_plan_regulador_de_rengo__0394_del%2020.03.15_Despacha%20Oficio%20Modificacion%20Nro%205%20Plan%20Regulador%20de%20Rengo.pdf,descargas,rengo,decreto_394_despacha_oficio_modificacion_n5_plan_regulador_de_rengo__0394_del%2020.03.15_Despacha%20Oficio%20Modificacion%20Nro%205%20Plan%20Regulador%20de%20Rengo.pdf,PDF,2970131,1ef639c7de1e5efab09fc93a256c8d4ee25fdf7c1047726ea9b3ac79f030c8f5,6,15012,6,0,0,TEXTO
descargas\rengo\busqueda_global\decreto_434_aprueba_modificacioin_no_6_al_plan_regulador_comunal_de_rengo__0434_21.03.2023_Aprueba%20Modificacion%20N%206%20al%20Plan%20Regulador%20Comunal%20de%20Rengo.pdf,descargas,rengo,decreto_434_aprueba_modificacioin_no_6_al_plan_regulador_comunal_de_rengo__0434_21.03.2023_Aprueba%20Modificacion%20N%206%20al%20Plan%20Regulador%20Comunal%20de%20Rengo.pdf,PDF,5596882,c38395336d083324843c8c4afcc614ed861d1e2cd0f200e1eb3902a4b752a401,24,35543,23,1,0,TEXTO
descargas\rengo\busqueda_global\decreto_580_iniciase_tramitacion_enmienda_no_7_para_zonas_residenciales_zh3_y_zh__0580_del%2004.04.19_Iniciase%20tramitacion%20enmienda%20Nro%207%20para%20zonas%20residenciales%20ZH3%20y%20ZH5%20Plan%20Regulador%20Comunal.pdf,descargas,rengo,decreto_580_iniciase_tramitacion_enmienda_no_7_para_zonas_residenciales_zh3_y_zh__0580_del%2004.04.19_Iniciase%20tramitacion%20enmienda%20Nro%207%20para%20zonas%20residenciales%20ZH3%20y%20ZH5%20Plan%20Regulador%20Comunal.pdf,PDF,3612741,2b66db2b59157bdcf6b00eba2dff1876653d0e94e93c7eac10bbff9c7af18f01,0,0,0,0,0,ILEGIBLE
descargas\rengo\busqueda_global\decreto_726_iniciese_procedimiento_para_actualizacion_plan_regulador_comunal__0726_del%2005.06.18_Inicia%20procedimiento%20Actualizacion%20Plan%20Regulador%20Comunal.pdf,descargas,rengo,decreto_726_iniciese_procedimiento_para_actualizacion_plan_regulador_comunal__0726_del%2005.06.18_Inicia%20procedimiento%20Actualizacion%20Plan%20Regulador%20Comunal.pdf,PDF,1747531,b8a739b5363d4a727d78eb3331b5ad5762a854b5f1519dbb304538f9a919a952,2,3189,2,0,0,TEXTO
descargas\rengo\busqueda_global\decreto_736_aprueba_bases_adminsitrativas_terminos_de_referencia_y_formatosque_r__0736_D~1.PDF,descargas,rengo,decreto_736_aprueba_bases_adminsitrativas_terminos_de_referencia_y_formatosque_r__0736_D~1.PDF,PDF,91399693,c3838b6efe1bb023331abc6419ce59b6b18c23bfadbe5a2f2cac740d3e62eafe,87,161696,87,0,0,TEXTO
descargas\rengo\busqueda_global\decreto_875_modificacion_nro_4_plan_regulador__0875_del%2001.05.15_Modificacion%20Nro%204%20Plan%20Regulador.pdf,descargas,rengo,decreto_875_modificacion_nro_4_plan_regulador__0875_del%2001.05.15_Modificacion%20Nro%204%20Plan%20Regulador.pdf,PDF,949099,7f865d7e64d14602e5c693d833ffe447d98bccb6cba94eaa50824a36793b8299,2,3718,2,0,0,TEXTO
